instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,weekday_nome,estacao_nome,tempo_nome,temp_norm,hum_norm,windspeed_norm
3244,2011-05-20,2,0,5,1,0,5,1,1,0.46,0.4545,1.0,0.0,8,17,25,Sex,Primavera,Bom tempo,0.4489795918367347,1.0,0.0
3245,2011-05-20,2,0,5,2,0,5,1,1,0.44,0.4394,1.0,0.0896,4,4,8,Sex,Primavera,Bom tempo,0.42857142857142855,1.0,0.10532502644880687
3246,2011-05-20,2,0,5,3,0,5,1,1,0.44,0.4394,1.0,0.0,1,4,5,Sex,Primavera,Bom tempo,0.42857142857142855,1.0,0.0
3247,2011-05-20,2,0,5,4,0,5,1,1,0.44,0.4394,0.94,0.0896,1,4,5,Sex,Primavera,Bom tempo,0.42857142857142855,0.94,0.10532502644880687
3248,2011-05-20,2,0,5,5,0,5,1,1,0.44,0.4394,0.94,0.1045,0,28,28,Sex,Primavera,Bom tempo,0.42857142857142855,0.94,0.12284001410603033
3249,2011-05-20,2,0,5,6,0,5,1,1,0.46,0.4545,0.88,0.1045,15,102,117,Sex,Primavera,Bom tempo,0.4489795918367347,0.88,0.12284001410603033
3250,2011-05-20,2,0,5,7,0,5,1,1,0.5,0.4848,0.77,0.1642,30,289,319,Sex,Primavera,Bom tempo,0.4897959183673469,0.77,0.19301751498765723
3251,2011-05-20,2,0,5,8,0,5,1,1,0.54,0.5152,0.68,0.0,41,476,517,Sex,Primavera,Bom tempo,0.5306122448979592,0.68,0.0
3252,2011-05-20,2,0,5,9,0,5,1,1,0.54,0.5152,0.68,0.2239,35,199,234,Sex,Primavera,Bom tempo,0.5306122448979592,0.68,0.2631950158692841
3253,2011-05-20,2,0,5,10,0,5,1,1,0.56,0.5303,0.64,0.194,44,104,148,Sex,Primavera,Bom tempo,0.5510204081632654,0.64,0.22804749030210417
3254,2011-05-20,2,0,5,11,0,5,1,2,0.58,0.5455,0.6,0.194,63,133,196,Sex,Primavera,Nublado,0.5714285714285714,0.6,0.22804749030210417
3255,2011-05-20,2,0,5,12,0,5,1,2,0.6,0.6212,0.56,0.2537,69,186,255,Sex,Primavera,Nublado,0.5918367346938775,0.56,0.298224991183731
3256,2011-05-20,2,0,5,13,0,5,1,3,0.6,0.6212,0.56,0.2836,60,172,232,Sex,Primavera,Chuva leve,0.5918367346938775,0.56,0.33337251675091106
3257,2011-05-20,2,0,5,14,0,5,1,1,0.62,0.6212,0.53,0.2239,66,131,197,Sex,Primavera,Bom tempo,0.6122448979591837,0.53,0.2631950158692841
3258,2011-05-20,2,0,5,15,0,5,1,2,0.6,0.6212,0.56,0.194,74,168,242,Sex,Primavera,Nublado,0.5918367346938775,0.56,0.22804749030210417
3259,2011-05-20,2,0,5,16,0,5,1,2,0.6,0.6212,0.53,0.1642,61,269,330,Sex,Primavera,Nublado,0.5918367346938775,0.53,0.19301751498765723
3260,2011-05-20,2,0,5,17,0,5,1,1,0.62,0.6212,0.53,0.0,71,483,554,Sex,Primavera,Bom tempo,0.6122448979591837,0.53,0.0
3261,2011-05-20,2,0,5,18,0,5,1,1,0.6,0.6212,0.56,0.1642,79,394,473,Sex,Primavera,Bom tempo,0.5918367346938775,0.56,0.19301751498765723
3262,2011-05-20,2,0,5,19,0,5,1,1,0.58,0.5455,0.64,0.0896,49,253,302,Sex,Primavera,Bom tempo,0.5714285714285714,0.64,0.10532502644880687
3263,2011-05-20,2,0,5,20,0,5,1,1,0.58,0.5455,0.64,0.1045,40,180,220,Sex,Primavera,Bom tempo,0.5714285714285714,0.64,0.12284001410603033
3264,2011-05-20,2,0,5,21,0,5,1,1,0.56,0.5303,0.64,0.1045,40,155,195,Sex,Primavera,Bom tempo,0.5510204081632654,0.64,0.12284001410603033
3265,2011-05-20,2,0,5,22,0,5,1,1,0.54,0.5152,0.73,0.0,28,124,152,Sex,Primavera,Bom tempo,0.5306122448979592,0.73,0.0
3266,2011-05-20,2,0,5,23,0,5,1,1,0.52,0.5,0.72,0.1642,15,100,115,Sex,Primavera,Bom tempo,0.5102040816326531,0.72,0.19301751498765723
3267,2011-05-21,2,0,5,0,0,6,0,1,0.52,0.5,0.77,0.1045,20,78,98,Sáb,Primavera,Bom tempo,0.5102040816326531,0.77,0.12284001410603033
3268,2011-05-21,2,0,5,1,0,6,0,1,0.52,0.5,0.72,0.0,8,64,72,Sáb,Primavera,Bom tempo,0.5102040816326531,0.72,0.0
3269,2011-05-21,2,0,5,2,0,6,0,1,0.52,0.5,0.72,0.1045,5,35,40,Sáb,Primavera,Bom tempo,0.5102040816326531,0.72,0.12284001410603033
3270,2011-05-21,2,0,5,3,0,6,0,1,0.48,0.4697,0.82,0.1045,7,12,19,Sáb,Primavera,Bom tempo,0.4693877551020408,0.82,0.12284001410603033
3271,2011-05-21,2,0,5,4,0,6,0,1,0.46,0.4545,0.88,0.1343,1,6,7,Sáb,Primavera,Bom tempo,0.4489795918367347,0.88,0.15786998942047725
3272,2011-05-21,2,0,5,5,0,6,0,1,0.46,0.4545,0.88,0.1045,1,4,5,Sáb,Primavera,Bom tempo,0.4489795918367347,0.88,0.12284001410603033
3273,2011-05-21,2,0,5,6,0,6,0,1,0.5,0.4848,0.82,0.1343,6,22,28,Sáb,Primavera,Bom tempo,0.4897959183673469,0.82,0.15786998942047725
3274,2011-05-21,2,0,5,7,0,6,0,1,0.54,0.5152,0.73,0.1343,10,33,43,Sáb,Primavera,Bom tempo,0.5306122448979592,0.73,0.15786998942047725
3275,2011-05-21,2,0,5,8,0,6,0,1,0.56,0.5303,0.68,0.2836,29,97,126,Sáb,Primavera,Bom tempo,0.5510204081632654,0.68,0.33337251675091106
3276,2011-05-21,2,0,5,9,0,6,0,1,0.6,0.6061,0.64,0.2239,60,165,225,Sáb,Primavera,Bom tempo,0.5918367346938775,0.64,0.2631950158692841
3277,2011-05-21,2,0,5,10,0,6,0,1,0.62,0.6061,0.61,0.1045,122,201,323,Sáb,Primavera,Bom tempo,0.6122448979591837,0.61,0.12284001410603033
3278,2011-05-21,2,0,5,11,0,6,0,1,0.64,0.6212,0.53,0.1343,173,245,418,Sáb,Primavera,Bom tempo,0.6326530612244898,0.53,0.15786998942047725
3279,2011-05-21,2,0,5,12,0,6,0,1,0.66,0.6212,0.5,0.0,222,271,493,Sáb,Primavera,Bom tempo,0.653061224489796,0.5,0.0
3280,2011-05-21,2,0,5,13,0,6,0,1,0.7,0.6364,0.45,0.0,191,271,462,Sáb,Primavera,Bom tempo,0.6938775510204082,0.45,0.0
3281,2011-05-21,2,0,5,14,0,6,0,1,0.72,0.6515,0.42,0.0,187,269,456,Sáb,Primavera,Bom tempo,0.7142857142857143,0.42,0.0
3282,2011-05-21,2,0,5,15,0,6,0,1,0.72,0.6515,0.45,0.2537,232,274,506,Sáb,Primavera,Bom tempo,0.7142857142857143,0.45,0.298224991183731
3283,2011-05-21,2,0,5,16,0,6,0,2,0.72,0.6515,0.39,0.2537,204,267,471,Sáb,Primavera,Nublado,0.7142857142857143,0.39,0.298224991183731
3284,2011-05-21,2,0,5,17,0,6,0,2,0.72,0.6515,0.42,0.1642,191,253,444,Sáb,Primavera,Nublado,0.7142857142857143,0.42,0.19301751498765723
3285,2011-05-21,2,0,5,18,0,6,0,2,0.7,0.6364,0.45,0.1642,191,253,444,Sáb,Primavera,Nublado,0.6938775510204082,0.45,0.19301751498765723
3286,2011-05-21,2,0,5,19,0,6,0,1,0.68,0.6364,0.47,0.1642,117,184,301,Sáb,Primavera,Bom tempo,0.6734693877551021,0.47,0.19301751498765723
3287,2011-05-21,2,0,5,20,0,6,0,1,0.62,0.6061,0.61,0.0,84,164,248,Sáb,Primavera,Bom tempo,0.6122448979591837,0.61,0.0
3288,2011-05-21,2,0,5,21,0,6,0,1,0.62,0.6061,0.61,0.1045,77,150,227,Sáb,Primavera,Bom tempo,0.6122448979591837,0.61,0.12284001410603033
3289,2011-05-21,2,0,5,22,0,6,0,1,0.6,0.5909,0.69,0.1343,78,126,204,Sáb,Primavera,Bom tempo,0.5918367346938775,0.69,0.15786998942047725
3290,2011-05-21,2,0,5,23,0,6,0,1,0.58,0.5455,0.78,0.0896,42,103,145,Sáb,Primavera,Bom tempo,0.5714285714285714,0.78,0.10532502644880687
3291,2011-05-22,2,0,5,0,0,0,0,1,0.54,0.5152,0.88,0.1642,31,100,131,Dom,Primavera,Bom tempo,0.5306122448979592,0.88,0.19301751498765723
3292,2011-05-22,2,0,5,1,0,0,0,1,0.52,0.5,0.94,0.1343,17,81,98,Dom,Primavera,Bom tempo,0.5102040816326531,0.94,0.15786998942047725
3293,2011-05-22,2,0,5,2,0,0,0,1,0.52,0.5,0.94,0.1045,18,50,68,Dom,Primavera,Bom tempo,0.5102040816326531,0.94,0.12284001410603033
3294,2011-05-22,2,0,5,3,0,0,0,1,0.5,0.4848,1.0,0.1045,10,23,33,Dom,Primavera,Bom tempo,0.4897959183673469,1.0,0.12284001410603033
3295,2011-05-22,2,0,5,4,0,0,0,1,0.5,0.4848,1.0,0.0,3,9,12,Dom,Primavera,Bom tempo,0.4897959183673469,1.0,0.0
3296,2011-05-22,2,0,5,5,0,0,0,1,0.5,0.4848,1.0,0.1045,1,5,6,Dom,Primavera,Bom tempo,0.4897959183673469,1.0,0.12284001410603033
3297,2011-05-22,2,0,5,6,0,0,0,1,0.52,0.5,0.94,0.1045,5,13,18,Dom,Primavera,Bom tempo,0.5102040816326531,0.94,0.12284001410603033
3298,2011-05-22,2,0,5,7,0,0,0,1,0.54,0.5152,0.88,0.1045,13,27,40,Dom,Primavera,Bom tempo,0.5306122448979592,0.88,0.12284001410603033
3299,2011-05-22,2,0,5,8,0,0,0,1,0.6,0.5909,0.73,0.0896,29,65,94,Dom,Primavera,Bom tempo,0.5918367346938775,0.73,0.10532502644880687
3300,2011-05-22,2,0,5,9,0,0,0,1,0.62,0.6061,0.69,0.1045,59,130,189,Dom,Primavera,Bom tempo,0.6122448979591837,0.69,0.12284001410603033
3301,2011-05-22,2,0,5,10,0,0,0,1,0.64,0.6061,0.65,0.1343,135,170,305,Dom,Primavera,Bom tempo,0.6326530612244898,0.65,0.15786998942047725
3302,2011-05-22,2,0,5,11,0,0,0,1,0.7,0.6515,0.54,0.194,164,209,373,Dom,Primavera,Bom tempo,0.6938775510204082,0.54,0.22804749030210417
3303,2011-05-22,2,0,5,12,0,0,0,2,0.72,0.6667,0.51,0.194,146,255,401,Dom,Primavera,Nublado,0.7142857142857143,0.51,0.22804749030210417
3304,2011-05-22,2,0,5,13,0,0,0,2,0.66,0.6212,0.54,0.2239,180,275,455,Dom,Primavera,Nublado,0.653061224489796,0.54,0.2631950158692841
3305,2011-05-22,2,0,5,14,0,0,0,3,0.62,0.6061,0.69,0.194,125,191,316,Dom,Primavera,Chuva leve,0.6122448979591837,0.69,0.22804749030210417
3306,2011-05-22,2,0,5,15,0,0,0,2,0.66,0.6212,0.61,0.1642,110,221,331,Dom,Primavera,Nublado,0.653061224489796,0.61,0.19301751498765723
3307,2011-05-22,2,0,5,16,0,0,0,1,0.68,0.6364,0.61,0.1343,72,201,273,Dom,Primavera,Bom tempo,0.6734693877551021,0.61,0.15786998942047725
3308,2011-05-22,2,0,5,17,0,0,0,1,0.7,0.6515,0.58,0.2537,93,213,306,Dom,Primavera,Bom tempo,0.6938775510204082,0.58,0.298224991183731
3309,2011-05-22,2,0,5,18,0,0,0,1,0.66,0.6212,0.61,0.2239,120,238,358,Dom,Primavera,Bom tempo,0.653061224489796,0.61,0.2631950158692841
3310,2011-05-22,2,0,5,19,0,0,0,1,0.66,0.6212,0.61,0.194,107,193,300,Dom,Primavera,Bom tempo,0.653061224489796,0.61,0.22804749030210417
3311,2011-05-22,2,0,5,20,0,0,0,1,0.64,0.6061,0.65,0.1642,57,174,231,Dom,Primavera,Bom tempo,0.6326530612244898,0.65,0.19301751498765723
3312,2011-05-22,2,0,5,21,0,0,0,1,0.62,0.5909,0.73,0.194,27,109,136,Dom,Primavera,Bom tempo,0.6122448979591837,0.73,0.22804749030210417
3313,2011-05-22,2,0,5,22,0,0,0,1,0.6,0.5606,0.83,0.1343,35,86,121,Dom,Primavera,Bom tempo,0.5918367346938775,0.83,0.15786998942047725
3314,2011-05-22,2,0,5,23,0,0,0,2,0.58,0.5455,0.83,0.1343,19,46,65,Dom,Primavera,Nublado,0.5714285714285714,0.83,0.15786998942047725
3315,2011-05-23,2,0,5,0,0,1,1,2,0.56,0.5303,0.88,0.1343,23,18,41,Seg,Primavera,Nublado,0.5510204081632654,0.88,0.15786998942047725
3316,2011-05-23,2,0,5,1,0,1,1,1,0.56,0.5303,0.88,0.1045,4,5,9,Seg,Primavera,Bom tempo,0.5510204081632654,0.88,0.12284001410603033
3317,2011-05-23,2,0,5,2,0,1,1,3,0.56,0.5303,0.88,0.1642,2,3,5,Seg,Primavera,Chuva leve,0.5510204081632654,0.88,0.19301751498765723
3318,2011-05-23,2,0,5,3,0,1,1,3,0.54,0.5152,0.94,0.1642,0,4,4,Seg,Primavera,Chuva leve,0.5306122448979592,0.94,0.19301751498765723
3319,2011-05-23,2,0,5,4,0,1,1,2,0.54,0.5152,0.94,0.0,2,2,4,Seg,Primavera,Nublado,0.5306122448979592,0.94,0.0
3320,2011-05-23,2,0,5,5,0,1,1,2,0.54,0.5152,0.94,0.0,0,11,11,Seg,Primavera,Nublado,0.5306122448979592,0.94,0.0
3321,2011-05-23,2,0,5,6,0,1,1,2,0.54,0.5152,1.0,0.0,4,92,96,Seg,Primavera,Nublado,0.5306122448979592,1.0,0.0
3322,2011-05-23,2,0,5,7,0,1,1,2,0.56,0.5303,0.94,0.1045,13,223,236,Seg,Primavera,Nublado,0.5510204081632654,0.94,0.12284001410603033
3323,2011-05-23,2,0,5,8,0,1,1,1,0.6,0.5455,0.88,0.194,50,359,409,Seg,Primavera,Bom tempo,0.5918367346938775,0.88,0.22804749030210417
3324,2011-05-23,2,0,5,9,0,1,1,1,0.6,0.5455,0.88,0.2239,36,131,167,Seg,Primavera,Bom tempo,0.5918367346938775,0.88,0.2631950158692841
3325,2011-05-23,2,0,5,10,0,1,1,1,0.66,0.6212,0.74,0.2985,49,72,121,Seg,Primavera,Bom tempo,0.653061224489796,0.74,0.3508875044081345
3326,2011-05-23,2,0,5,11,0,1,1,1,0.68,0.6364,0.69,0.3881,73,107,180,Seg,Primavera,Bom tempo,0.6734693877551021,0.69,0.45621253085694136
3327,2011-05-23,2,0,5,12,0,1,1,1,0.68,0.6364,0.69,0.3881,65,139,204,Seg,Primavera,Bom tempo,0.6734693877551021,0.69,0.45621253085694136
3328,2011-05-23,2,0,5,13,0,1,1,2,0.74,0.6818,0.58,0.4179,49,155,204,Seg,Primavera,Nublado,0.7346938775510204,0.58,0.49124250617138826
3329,2011-05-23,2,0,5,14,0,1,1,2,0.72,0.6818,0.62,0.5224,57,130,187,Seg,Primavera,Nublado,0.7142857142857143,0.62,0.6140825202774186
3330,2011-05-23,2,0,5,15,0,1,1,2,0.72,0.6818,0.62,0.4478,57,119,176,Seg,Primavera,Nublado,0.7142857142857143,0.62,0.5263900317385682
3331,2011-05-23,2,0,5,16,0,1,1,2,0.72,0.6818,0.62,0.2985,56,223,279,Seg,Primavera,Nublado,0.7142857142857143,0.62,0.3508875044081345
3332,2011-05-23,2,0,5,17,0,1,1,3,0.72,0.6818,0.7,0.3881,56,373,429,Seg,Primavera,Chuva leve,0.7142857142857143,0.7,0.45621253085694136
3333,2011-05-23,2,0,5,18,0,1,1,1,0.7,0.6667,0.74,0.2836,68,385,453,Seg,Primavera,Bom tempo,0.6938775510204082,0.74,0.33337251675091106
3334,2011-05-23,2,0,5,19,0,1,1,1,0.7,0.6667,0.74,0.2239,56,302,358,Seg,Primavera,Bom tempo,0.6938775510204082,0.74,0.2631950158692841
3335,2011-05-23,2,0,5,20,0,1,1,1,0.64,0.5758,0.83,0.2239,39,271,310,Seg,Primavera,Bom tempo,0.6326530612244898,0.83,0.2631950158692841
3336,2011-05-23,2,0,5,21,0,1,1,1,0.64,0.5758,0.89,0.2239,33,155,188,Seg,Primavera,Bom tempo,0.6326530612244898,0.89,0.2631950158692841
3337,2011-05-23,2,0,5,22,0,1,1,1,0.62,0.5455,0.94,0.2239,25,106,131,Seg,Primavera,Bom tempo,0.6122448979591837,0.94,0.2631950158692841
3338,2011-05-23,2,0,5,23,0,1,1,2,0.62,0.5606,0.88,0.194,19,53,72,Seg,Primavera,Nublado,0.6122448979591837,0.88,0.22804749030210417
3339,2011-05-24,2,0,5,0,0,2,1,2,0.6,0.5152,0.94,0.194,12,23,35,Ter,Primavera,Nublado,0.5918367346938775,0.94,0.22804749030210417
3340,2011-05-24,2,0,5,1,0,2,1,2,0.6,0.5152,0.94,0.1642,6,9,15,Ter,Primavera,Nublado,0.5918367346938775,0.94,0.19301751498765723
3341,2011-05-24,2,0,5,2,0,2,1,2,0.6,0.5152,0.94,0.194,2,8,10,Ter,Primavera,Nublado,0.5918367346938775,0.94,0.22804749030210417
3342,2011-05-24,2,0,5,3,0,2,1,2,0.58,0.5455,0.94,0.1045,0,2,2,Ter,Primavera,Nublado,0.5714285714285714,0.94,0.12284001410603033
3343,2011-05-24,2,0,5,4,0,2,1,1,0.6,0.5455,0.88,0.1045,1,3,4,Ter,Primavera,Bom tempo,0.5918367346938775,0.88,0.12284001410603033
3344,2011-05-24,2,0,5,5,0,2,1,2,0.58,0.5455,0.94,0.2537,2,22,24,Ter,Primavera,Nublado,0.5714285714285714,0.94,0.298224991183731
3345,2011-05-24,2,0,5,6,0,2,1,2,0.58,0.5455,0.94,0.194,10,102,112,Ter,Primavera,Nublado,0.5714285714285714,0.94,0.22804749030210417
3346,2011-05-24,2,0,5,7,0,2,1,3,0.64,0.5909,0.78,0.194,26,288,314,Ter,Primavera,Chuva leve,0.6326530612244898,0.78,0.22804749030210417
3347,2011-05-24,2,0,5,8,0,2,1,3,0.62,0.5758,0.83,0.2239,31,403,434,Ter,Primavera,Chuva leve,0.6122448979591837,0.83,0.2631950158692841
3348,2011-05-24,2,0,5,9,0,2,1,2,0.64,0.6061,0.73,0.194,27,111,138,Ter,Primavera,Nublado,0.6326530612244898,0.73,0.22804749030210417
3349,2011-05-24,2,0,5,10,0,2,1,1,0.7,0.6515,0.61,0.3284,18,90,108,Ter,Primavera,Bom tempo,0.6938775510204082,0.61,0.38603502997531447
3350,2011-05-24,2,0,5,11,0,2,1,1,0.74,0.6667,0.51,0.2239,33,142,175,Ter,Primavera,Bom tempo,0.7346938775510204,0.51,0.2631950158692841
3351,2011-05-24,2,0,5,12,0,2,1,1,0.76,0.6818,0.45,0.3881,41,129,170,Ter,Primavera,Bom tempo,0.7551020408163265,0.45,0.45621253085694136
3352,2011-05-24,2,0,5,13,0,2,1,1,0.78,0.697,0.46,0.2537,38,152,190,Ter,Primavera,Bom tempo,0.7755102040816326,0.46,0.298224991183731
3353,2011-05-24,2,0,5,14,0,2,1,1,0.78,0.697,0.46,0.2836,27,126,153,Ter,Primavera,Bom tempo,0.7755102040816326,0.46,0.33337251675091106
3354,2011-05-24,2,0,5,15,0,2,1,3,0.74,0.6818,0.55,0.4179,59,129,188,Ter,Primavera,Chuva leve,0.7346938775510204,0.55,0.49124250617138826
3355,2011-05-24,2,0,5,16,0,2,1,1,0.66,0.6212,0.69,0.194,52,225,277,Ter,Primavera,Bom tempo,0.653061224489796,0.69,0.22804749030210417
3356,2011-05-24,2,0,5,17,0,2,1,1,0.7,0.6515,0.61,0.1045,56,492,548,Ter,Primavera,Bom tempo,0.6938775510204082,0.61,0.12284001410603033
3357,2011-05-24,2,0,5,18,0,2,1,1,0.7,0.6515,0.7,0.194,74,490,564,Ter,Primavera,Bom tempo,0.6938775510204082,0.7,0.22804749030210417
3358,2011-05-24,2,0,5,19,0,2,1,1,0.66,0.6212,0.74,0.194,45,310,355,Ter,Primavera,Bom tempo,0.653061224489796,0.74,0.22804749030210417
3359,2011-05-24,2,0,5,20,0,2,1,1,0.66,0.6212,0.74,0.0896,39,241,280,Ter,Primavera,Bom tempo,0.653061224489796,0.74,0.10532502644880687
3360,2011-05-24,2,0,5,21,0,2,1,1,0.64,0.5909,0.78,0.0896,21,168,189,Ter,Primavera,Bom tempo,0.6326530612244898,0.78,0.10532502644880687
3361,2011-05-24,2,0,5,22,0,2,1,3,0.62,0.5606,0.88,0.2239,26,115,141,Ter,Primavera,Chuva leve,0.6122448979591837,0.88,0.2631950158692841
3362,2011-05-24,2,0,5,23,0,2,1,3,0.66,0.6212,0.74,0.1642,13,53,66,Ter,Primavera,Chuva leve,0.653061224489796,0.74,0.19301751498765723
3363,2011-05-25,2,0,5,0,0,3,1,3,0.6,0.5606,0.83,0.2239,3,32,35,Qua,Primavera,Chuva leve,0.5918367346938775,0.83,0.2631950158692841
3364,2011-05-25,2,0,5,1,0,3,1,3,0.58,0.5455,0.83,0.194,6,2,8,Qua,Primavera,Chuva leve,0.5714285714285714,0.83,0.22804749030210417
3365,2011-05-25,2,0,5,2,0,3,1,2,0.56,0.5303,0.94,0.0,0,8,8,Qua,Primavera,Nublado,0.5510204081632654,0.94,0.0
3366,2011-05-25,2,0,5,3,0,3,1,1,0.54,0.5152,1.0,0.1343,0,9,9,Qua,Primavera,Bom tempo,0.5306122448979592,1.0,0.15786998942047725
3367,2011-05-25,2,0,5,4,0,3,1,1,0.54,0.5152,1.0,0.1045,0,3,3,Qua,Primavera,Bom tempo,0.5306122448979592,1.0,0.12284001410603033
3368,2011-05-25,2,0,5,5,0,3,1,1,0.56,0.5303,0.88,0.0896,2,23,25,Qua,Primavera,Bom tempo,0.5510204081632654,0.88,0.10532502644880687
3369,2011-05-25,2,0,5,6,0,3,1,1,0.56,0.5303,0.94,0.0896,4,113,117,Qua,Primavera,Bom tempo,0.5510204081632654,0.94,0.10532502644880687
3370,2011-05-25,2,0,5,7,0,3,1,1,0.62,0.5909,0.73,0.1343,29,284,313,Qua,Primavera,Bom tempo,0.6122448979591837,0.73,0.15786998942047725
3371,2011-05-25,2,0,5,8,0,3,1,1,0.64,0.6061,0.69,0.2239,36,495,531,Qua,Primavera,Bom tempo,0.6326530612244898,0.69,0.2631950158692841
3372,2011-05-25,2,0,5,9,0,3,1,1,0.68,0.6364,0.65,0.0896,27,207,234,Qua,Primavera,Bom tempo,0.6734693877551021,0.65,0.10532502644880687
3373,2011-05-25,2,0,5,10,0,3,1,1,0.7,0.6515,0.61,0.0896,30,105,135,Qua,Primavera,Bom tempo,0.6938775510204082,0.61,0.10532502644880687
3374,2011-05-25,2,0,5,11,0,3,1,1,0.74,0.6667,0.51,0.0896,36,104,140,Qua,Primavera,Bom tempo,0.7346938775510204,0.51,0.10532502644880687
3375,2011-05-25,2,0,5,12,0,3,1,1,0.74,0.6818,0.55,0.1343,32,178,210,Qua,Primavera,Bom tempo,0.7346938775510204,0.55,0.15786998942047725
3376,2011-05-25,2,0,5,13,0,3,1,1,0.74,0.6818,0.55,0.1343,39,163,202,Qua,Primavera,Bom tempo,0.7346938775510204,0.55,0.15786998942047725
3377,2011-05-25,2,0,5,14,0,3,1,1,0.74,0.6818,0.55,0.1642,47,121,168,Qua,Primavera,Bom tempo,0.7346938775510204,0.55,0.19301751498765723
3378,2011-05-25,2,0,5,15,0,3,1,1,0.76,0.697,0.52,0.2537,37,145,182,Qua,Primavera,Bom tempo,0.7551020408163265,0.52,0.298224991183731
3379,2011-05-25,2,0,5,16,0,3,1,1,0.74,0.6667,0.51,0.2836,61,238,299,Qua,Primavera,Bom tempo,0.7346938775510204,0.51,0.33337251675091106
3380,2011-05-25,2,0,5,17,0,3,1,1,0.74,0.6667,0.51,0.2239,77,524,601,Qua,Primavera,Bom tempo,0.7346938775510204,0.51,0.2631950158692841
3381,2011-05-25,2,0,5,18,0,3,1,1,0.72,0.6667,0.58,0.2239,66,451,517,Qua,Primavera,Bom tempo,0.7142857142857143,0.58,0.2631950158692841
3382,2011-05-25,2,0,5,19,0,3,1,1,0.7,0.6515,0.61,0.1343,73,332,405,Qua,Primavera,Bom tempo,0.6938775510204082,0.61,0.15786998942047725
3383,2011-05-25,2,0,5,20,0,3,1,1,0.7,0.6515,0.61,0.1642,56,284,340,Qua,Primavera,Bom tempo,0.6938775510204082,0.61,0.19301751498765723
3384,2011-05-25,2,0,5,21,0,3,1,1,0.66,0.6212,0.69,0.1343,33,203,236,Qua,Primavera,Bom tempo,0.653061224489796,0.69,0.15786998942047725
3385,2011-05-25,2,0,5,22,0,3,1,1,0.66,0.6212,0.69,0.2537,34,140,174,Qua,Primavera,Bom tempo,0.653061224489796,0.69,0.298224991183731
3386,2011-05-25,2,0,5,23,0,3,1,1,0.64,0.6061,0.73,0.1343,12,74,86,Qua,Primavera,Bom tempo,0.6326530612244898,0.73,0.15786998942047725
3387,2011-05-26,2,0,5,0,0,4,1,1,0.64,0.6061,0.73,0.1343,11,34,45,Qui,Primavera,Bom tempo,0.6326530612244898,0.73,0.15786998942047725
3388,2011-05-26,2,0,5,1,0,4,1,1,0.64,0.6061,0.73,0.1343,3,13,16,Qui,Primavera,Bom tempo,0.6326530612244898,0.73,0.15786998942047725
3389,2011-05-26,2,0,5,2,0,4,1,1,0.62,0.5758,0.83,0.1045,7,7,14,Qui,Primavera,Bom tempo,0.6122448979591837,0.83,0.12284001410603033
3390,2011-05-26,2,0,5,3,0,4,1,1,0.6,0.5455,0.88,0.0896,0,4,4,Qui,Primavera,Bom tempo,0.5918367346938775,0.88,0.10532502644880687
3391,2011-05-26,2,0,5,4,0,4,1,1,0.6,0.5455,0.88,0.0,0,2,2,Qui,Primavera,Bom tempo,0.5918367346938775,0.88,0.0
3392,2011-05-26,2,0,5,5,0,4,1,2,0.6,0.5455,0.88,0.0896,2,25,27,Qui,Primavera,Nublado,0.5918367346938775,0.88,0.10532502644880687
3393,2011-05-26,2,0,5,6,0,4,1,2,0.6,0.5,1.0,0.0896,4,94,98,Qui,Primavera,Nublado,0.5918367346938775,1.0,0.10532502644880687
3394,2011-05-26,2,0,5,7,0,4,1,2,0.62,0.5455,0.94,0.2537,16,270,286,Qui,Primavera,Nublado,0.6122448979591837,0.94,0.298224991183731
3395,2011-05-26,2,0,5,8,0,4,1,2,0.66,0.6061,0.83,0.1642,31,458,489,Qui,Primavera,Nublado,0.653061224489796,0.83,0.19301751498765723
3396,2011-05-26,2,0,5,9,0,4,1,1,0.72,0.6818,0.7,0.1642,22,194,216,Qui,Primavera,Bom tempo,0.7142857142857143,0.7,0.19301751498765723
3397,2011-05-26,2,0,5,10,0,4,1,1,0.7,0.6667,0.74,0.2836,49,94,143,Qui,Primavera,Bom tempo,0.6938775510204082,0.74,0.33337251675091106
3398,2011-05-26,2,0,5,11,0,4,1,1,0.74,0.697,0.66,0.2239,36,124,160,Qui,Primavera,Bom tempo,0.7346938775510204,0.66,0.2631950158692841
3399,2011-05-26,2,0,5,12,0,4,1,1,0.78,0.7424,0.59,0.3284,53,141,194,Qui,Primavera,Bom tempo,0.7755102040816326,0.59,0.38603502997531447
3400,2011-05-26,2,0,5,13,0,4,1,1,0.82,0.7727,0.52,0.2836,52,145,197,Qui,Primavera,Bom tempo,0.8163265306122448,0.52,0.33337251675091106
3401,2011-05-26,2,0,5,14,0,4,1,1,0.82,0.7727,0.52,0.2836,44,145,189,Qui,Primavera,Bom tempo,0.8163265306122448,0.52,0.33337251675091106
3402,2011-05-26,2,0,5,15,0,4,1,2,0.82,0.7576,0.46,0.2836,40,101,141,Qui,Primavera,Nublado,0.8163265306122448,0.46,0.33337251675091106
3403,2011-05-26,2,0,5,16,0,4,1,2,0.8,0.7424,0.49,0.3582,58,233,291,Qui,Primavera,Nublado,0.7959183673469388,0.49,0.42106500528976143
